x,y,target
0.7042369452599235,0.9465641526068471,0
0.38178877594400296,0.1087791366867315,1
0.8461128403491534,0.6697343741476752,1
0.9821758778295043,0.4189292351669228,0
0.5496168623500823,0.10363663028561264,1
0.6720133888160682,0.13806109037838538,1
0.9639556352474344,0.6655620308481098,0
0.12044803780573578,0.6016406167162731,1
0.851775775648573,0.8401904978796239,0
0.11873307097799506,0.445094404839896,1
0.12145613578048436,0.16550790271643656,0
0.49029020646360355,0.8932882210031833,1
0.6201370153950376,0.11278921584395017,1
0.1351978308749242,0.4201346136512667,1
0.6518135438554712,0.046148303820269555,0
0.9448005639166286,0.7107492613834241,0
0.2723427929643823,0.9401930896306623,0
0.3651476315355323,0.8817093050458642,1
0.15816895240304948,0.8564860193790621,0
0.454795097842184,0.029731766827011095,0
0.6994475928623897,0.15471794321178334,1
0.12819231992357594,0.6272881841075278,1
0.045628715633105256,0.6566299808701956,0
0.16794047605554627,0.3066181843692031,1
0.11346795521531725,0.22706064432707715,0
0.5469984870903472,0.9132149617887695,1
0.6066226534966257,0.11753194043101073,1
0.7271139374687566,0.17670156344651117,1
0.5604877994610379,0.9026190817867027,1
0.03790066536175727,0.6670198288602224,0
0.7662917701613419,0.927588905696838,0
0.023673509586828456,0.32068888429410114,0
0.10187916771537374,0.5092194637604748,1
0.7989293945424684,0.7620159220329817,1
0.5918507896479928,0.9945209371283358,0
0.7948029906680746,0.25440703693843486,1
0.41106534167487796,0.8989791443407069,1
0.969121431866232,0.6199673129359812,0
0.7424330323753431,0.07576900062801892,0
0.8532560175967052,0.6572786257543032,1
0.29568902308295186,0.8281253115298922,1
0.24980477432621392,0.08277728379286131,0
0.4646675533793422,0.9920774790025589,0
0.7724393114429109,0.7847242736504415,1
0.33244308544023193,0.14225174678587024,1
0.17321507908548886,0.15021840290322785,0
0.9394286931688682,0.729110610172881,0
0.5012664829163913,0.0,0
0.6678120724858552,0.847419349947489,1
0.15922563710681306,0.674747482209268,1
0.3654609962561883,0.02754387792654908,0
0.5351234733786667,0.8964210350737909,1
0.7284022874122086,0.16706560258941505,1
1.0,0.40820508263837063,0
0.12109620378930758,0.5270389655244649,1
0.5369731813319844,0.989906167026522,0
0.3430046970664072,0.9577269419611723,0
0.1662400844114977,0.26325831080521944,1
0.09458748292246501,0.7908534585607744,0
0.04422793716741247,0.32271409458981437,0
0.33750630364499123,0.8788950057104209,1
0.9709384234668103,0.39250809900155714,0
0.6329605067097529,0.11725260445355837,1
0.6906872419343536,0.9554710667984941,0
0.11317680300551941,0.43323928482106105,1
0.911218969518575,0.2668633655928278,0
0.022540040697714148,0.38405091258843155,0
0.2418817631363006,0.2191124550945607,1
0.026579607684965628,0.46698235443172237,0
0.8087255649903363,0.13170167772393596,0
0.19586636385652578,0.7506532058205923,1
0.8905631104752887,0.2358767077078276,0
0.20257482343331737,0.7823779544056328,1
0.865660992399241,0.5382370887593707,1
0.133797492808125,0.6592836447116197,1
0.8783234836361412,0.1994577724295649,0
0.8338300769127193,0.7081174247887941,1
0.8173590171505043,0.8798675294591809,0
0.4295672422986464,0.9989119780363434,0
0.16862220462829652,0.732677587958619,1
0.7787857426338005,0.21261150733700207,1
0.0,0.6218561891867995,0
0.21364618312929914,0.7605554499347862,1
0.8760507803805344,0.394174696703966,1
0.8421736146365809,0.6914086409380754,1
0.14856100112875978,0.18398051853548783,0
0.9779564796214646,0.5600079362490729,0
0.07834977889897135,0.23849042548205573,0
0.25342462601484217,0.8098480136437713,1
0.8839371546629954,0.41947649301263407,1
0.08177953805697266,0.7047228598630221,0
0.9055555206742446,0.8009642091262923,0
0.8650777914754458,0.34070019691210834,1
0.4397075024980536,0.01676483813747218,0
0.882451624098716,0.39581054422020084,1
0.573241046188873,0.11370391422890697,1
0.5028218928270872,0.09856624369941844,1
0.492425059569437,0.893741599844144,1
0.9353232510642784,0.30208914271347126,0
0.7846894646821696,0.7633842476004874,1
0.16360478095141343,0.2881756219898704,1
0.8326171563327642,0.30183534528735745,1
0.019794212648278603,0.5179765387797726,0
0.9964628941059548,0.4974948890280831,0
0.9730186715003509,0.34934402724059493,0
0.8235668852145978,0.7555720726603986,1
0.9671899307108637,0.34471220764925103,0
0.18217255788629858,0.1336072572380792,0
0.31530830128399906,0.1549759125838065,1
0.08014243261569746,0.7542442542540825,0
0.31906038152158656,0.03951650203619144,0
0.01556137757526545,0.5379482635922794,0
0.001084786085787011,0.5783894915060439,0
0.7981564038606981,0.09546975364922998,0
0.8378412125159036,0.8584866339223831,0
0.21314835768298873,0.23634912335610053,1
0.5345490373603609,0.9926686145544238,0
0.7557399247048329,0.20444619540173106,1
0.2746464536385694,0.8222147056400559,1
0.6396408293501733,0.956794666453986,0
0.7849533749965496,0.9192860322205036,0
0.6070248158597297,0.006785457226260313,0
0.8724746376781061,0.5934331266512431,1
0.02390317300715428,0.43989621272219137,0
0.8800330513176274,0.4867647010239472,1
0.5219479314393568,0.011294878237417165,0
0.9671334978315079,0.5844574119378585,0
0.7205934357800302,0.8429912527857547,1
0.23193426622682575,0.1973232302723069,1
0.8862540165993293,0.46063706753718864,1
0.9597499192701543,0.7008443374849239,0
0.2939710664648951,0.04026256828644414,0
0.7417733779503781,0.08686969202975402,0
0.6018244445205493,0.878902971590179,1
0.1355309786397371,0.3948915273381324,1
0.39710359577938215,0.13765199410047127,1
0.12680325450216628,0.37118255168835684,1
0.9060392168102808,0.22993306168508007,0
0.8952918566761527,0.47797164809147674,1
0.8679043739848524,0.8274388262464903,0
0.6300729658858087,0.8814859661205374,1
0.8864876873287848,0.5586323670309694,1
0.21266665447669822,0.9127768611445848,0
0.03324198319197395,0.2936221933327827,0
0.21898259061543937,0.10202937481612638,0
0.9925525631005282,0.5402857152699724,0
0.6286480205436665,0.8997120791568507,1
0.2076820913791827,0.22649299770859518,1
0.07459093152331638,0.7504627482594333,0
0.8696093226004683,0.6062721823211235,1
0.333961846543513,0.8566346473652324,1
0.45168432407424386,0.0867491825451858,1
0.7340392077711005,0.9248361832208587,0
0.14028833525691076,0.8356891238486879,0
0.3286605676299801,0.8524263873474478,1
0.005835706887136249,0.40399788187720964,0
0.15015995544163563,0.3331060460638704,1
0.42025905375316785,0.9103955543889917,1
0.24840628500440706,0.933699129244682,0
0.4108859744124441,0.988890913303563,0
0.7621538868444588,0.8029158709990663,1
0.1217208491824157,0.4758332899380076,1
0.32975259825649417,0.9636791794562916,0
0.2868927285528774,0.17540382083640285,1
0.4615998922108321,0.872901620554424,1
0.5107198692765068,0.12138093493616325,1
0.2816046658376443,0.9514656136178091,0
0.14544676114238694,0.70287585398702,1
0.3529614997278281,0.12712198605587452,1
0.11910424065208693,0.5609677249645745,1
0.3801649900021525,0.99033532270129,0
0.975451970304355,0.4764193190624791,0
0.6982275361809542,0.05662122102740253,0
0.633427828388885,0.007762042080796641,0
0.7378114030047972,0.8203609355804096,1
0.10972874937526675,0.5619009246915453,1
0.8282384239534063,0.3524121492701787,1
0.40593371118819416,0.0029122365488465905,0
0.5676435229419561,0.002328923711710507,0
0.480781860472678,1.0,0
0.2703724628331751,0.18290346338021027,1
0.6716921253165311,0.03543395359566337,0
0.7840461811067452,0.23578134502917406,1
0.49248146552550803,0.09453904006497105,1
0.8159327431213258,0.27876032453968097,1
0.1243106183959092,0.8249466747055778,0
0.09010544682108755,0.24942874474882223,0
0.19647434678300016,0.7226988816100584,1
0.8679278964953961,0.1681587302659283,0
0.34439949648043694,0.03026488455332436,0
0.8354995057446774,0.14436560263003567,0
0.18980550066550858,0.888377782629267,0
0.6266723434923546,0.9656259729294684,0
0.91031086253868,0.765482873186427,0
0.8814223967140915,0.5702753518161352,1
0.2625265122807826,0.07034052769423349,0
0.8257642417672567,0.3043641425000202,1
